T_K,tau_s,P_bar,Y_CH4,X_COx,Y_Csolid,dy_Y_CH4_dk_meth,dy_Y_CH4_dEa_meth,dy_Y_CH4_dk_carb,dy_Y_CH4_dEa_carb,dy_Y_CH4_dk_crack,dy_Y_CH4_dEa_crack,dy_Y_CH4_dn,dy_X_COx_dk_meth,dy_X_COx_dEa_meth,dy_X_COx_dk_carb,dy_X_COx_dEa_carb,dy_X_COx_dk_crack,dy_X_COx_dEa_crack,dy_X_COx_dn,dy_Y_Csolid_dk_meth,dy_Y_Csolid_dEa_meth,dy_Y_Csolid_dk_carb,dy_Y_Csolid_dEa_carb,dy_Y_Csolid_dk_crack,dy_Y_Csolid_dEa_crack,dy_Y_Csolid_dn,wall_s
800.0,3.0,5.0,0.3920551772250789,0.6346800849088338,0.2426249076837591,0.004338580888779697,0.013458705659331882,-0.0505422509332068,-0.19405706283763813,0.02710848887284012,0.14989879085597763,0.006296293192729063,-0.010795234333535464,-0.02102418145874807,0.17999909838552763,0.6885974749951951,-0.019819694624792494,-0.12135428200579224,-0.00941824615921849,-0.01513381522227561,-0.03448288711818681,0.23054134931872888,0.8826545378329046,-0.04692818349777833,-0.271253072861663,-0.01571453935194117,2.572014093399048
800.0,10.0,1.01325,0.17048235923757749,0.4882112342170811,0.31772887497950364,-0.024798965137777518,-0.08982666436331485,-0.05465535275360894,-0.21411374697027571,-0.02471166327769614,-0.09851643049429079,0.0,0.03903054935895378,0.1446961282138698,0.19394327161750546,0.7516236529463816,0.009587716183920292,-0.03625193346070976,0.0,0.06382951449666885,0.23452279257716452,0.24859862437127678,0.9657373999166774,0.03429937946177741,0.062264497033548416,0.0,2.5655858516693115
800.0,10.0,5.0,0.3792194882934549,0.7556630722703876,0.37644358397693134,0.002123344799412341,0.007091243498562328,-0.0073749856607310815,-0.028144185540061872,0.00536588821282713,0.03015791420537539,0.0032551367560085254,-0.0015094169592860807,-0.0052861853973795725,0.03645854030387974,0.14003935743991391,-0.003711936426487039,-0.02214623567052265,-0.002466111845425001,-0.0036327617585887872,-0.012377428895962718,0.043833525964633024,0.16818354297987448,-0.009077824639298904,-0.05230414987603543,-0.005721248601419093,2.602428913116455
825.0,1.0,1.01325,0.10875465056700816,0.15032221782858535,0.04156756726157953,0.009527177044468121,0.032410836960271305,0.0012544556577908511,0.005218153485007926,0.03461878742879246,0.21342946787253037,0.0,0.02238474143557434,0.08017623949506392,0.11857230247180606,0.5079688633786356,-0.011445334174570165,-0.07992396204491159,0.0,0.01285756439102937,0.04776540253475948,0.11731784681413888,0.502750709893752,-0.04606412160330659,-0.29335342991747404,0.0,2.562608242034912
825.0,1.0,5.0,0.3445698671085785,0.5412354068152521,0.1966655397066719,-0.003344162196294853,-0.01763312189546201,-0.0429740745843149,-0.19035613991961742,0.028099537568604394,0.1838520718405401,-0.007208640997197202,-0.002170548519811466,-0.011517858864090735,0.1724255373041883,0.7401112297632212,-0.01725382098790862,-0.11651136565563047,-0.004698341521804927,0.0011736136764868565,0.006115263031504504,0.21539961188843798,0.9304673696828623,-0.045353358556549095,-0.3003634374962337,0.0025102994753042895,2.5789389610290527
825.0,3.0,1.01325,0.1044954959412319,0.343601753397897,0.23910625745666392,-0.009140734633325195,-0.036873530853800615,-0.043102694453899665,-0.18363527869656032,-0.011188696994654176,-0.07247710434082899,0.0,0.03276811543340419,0.13191009662975872,0.19603083062394167,0.8386351082915244,-0.01116869578773605,-0.0552647773072068,0.0,0.041908850066710995,0.16878362748357703,0.23913352507788643,1.0222703869879717,2.000120692610685e-05,0.017212327033625657,0.0,2.567723035812378
825.0,3.0,5.0,0.32483892382524043,0.6960109417872014,0.3711720179619579,0.0030936973756806596,0.010547730209957418,-0.026025759570458273,-0.11284935152769404,0.013840078529482602,0.08793534240603001,0.004279477678177379,-0.0025498017871411482,-0.009559563395358794,0.10873378147540635,0.4728128458141273,-0.008849099756413903,-0.05979466951127055,-0.003817425353476178,-0.005643499162866217,-0.020107293605294008,0.13475954104589655,0.5856621973418213,-0.022689178285920097,-0.1477300119173866,-0.00809690303158861,2.6106131076812744
825.0,10.0,1.01325,0.005016497072563369,0.5825891600882726,0.5775726630157109,-0.026558074064322562,-0.10415744148127434,-0.0206357065757211,-0.09094413249588487,-0.011879627417622947,-0.07708717667429864,0.0,0.031598682758687824,0.12388711194482872,0.08592363439293704,0.37394274607031874,0.0028124510043886497,0.02361981414904235,0.0,0.05815675682297461,0.22804455342607388,0.10655934096855113,0.4648868785661397,0.014692078422023913,0.10070699082335988,0.0,2.545315742492676
825.0,10.0,5.0,0.3232400899442925,0.7371719363091389,0.4139318463648445,5.1258913742746604e-05,0.00020786930775562595,-6.0626860978740815e-05,-0.0003083522560537455,0.0002919338819670769,0.0019004494882277068,8.45931411197487e-05,-4.2361992613759725e-05,-0.00013448284957306988,0.00153755182344395,0.0069836518830468375,-0.00016029747403889516,-0.001101370249700917,-5.4469106061105776e-05,-9.362090627879072e-05,-0.0003423521572329391,0.0015981786846613888,0.0072920041391338905,-0.0004522313558352753,-0.0030018197379230727,-0.00013906224721527138,2.579896926879883
850.0,1.0,1.01325,0.020457561222776026,0.22636010265421957,0.20590254143144776,0.004517297894764214,0.019647504276300992,-0.021319863639618093,-0.10212486397473634,-0.016004340726414115,-0.11133094489146543,0.0,0.02731210821607377,0.11893532645957383,0.14482410095503773,0.6933451754551984,0.0002240733087244262,0.0015708125416152852,0.0,0.02279481032131936,0.09928782218318748,0.16614396459453742,0.7954700394299401,0.0162284140350695,0.11290175743306831,0.0,2.197129964828491
850.0,1.0,5.0,0.2695365929813108,0.6061061730248842,0.3365695800435725,0.0010133298402908997,0.000795395154004619,-0.03813529807051158,-0.18231739054684892,0.01625033068338444,0.11470464493866656,0.00018332811201171584,-0.0020578532182236042,-0.008863639132866696,0.15606698182496492,0.7483973227718821,-0.009630049082492986,-0.06925868858463913,-0.0022523524545225992,-0.0030711830585436473,-0.009659034286825519,0.19420227989558198,0.9307147133187922,-0.025880379765839956,-0.18396333352309058,-0.0024356805665470826,2.0893161296844482
850.0,3.0,1.01325,-0.05433038699766363,0.44366046527869174,0.49799085227635453,-0.018907672162828126,-0.08231392523652993,-0.036284859910371,-0.1734398498850237,-0.0293918488538953,-0.2047753513920213,0.0,0.03239486203185371,0.14089350390667776,0.14929179259619285,0.7135955819573742,0.006736787981756476,0.046850052647837155,0.0,0.05130253419467351,0.22320742914314073,0.18557665250656663,0.887035431842477,0.03612863683566947,0.25162540403981665,0.0,2.158820867538452
850.0,3.0,5.0,0.26063058053865135,0.699914538956804,0.43928395841815154,0.0004919671613839993,0.0021447602428809054,-0.0030107120584335623,-0.014594574712915864,0.003895888135262149,0.02745345427953294,0.0007861860265206966,-0.0002324928310148966,-0.001007287591614503,0.02550045657305211,0.12265751372200205,-0.002334342163992642,-0.014817884900339418,-0.00036963089731556487,-0.0007244599925390616,-0.0031520478346244714,0.028511168631553674,0.13725208843507197,-0.006230230299156259,-0.04227133917985987,-0.0011558169238101712,2.059702157974243
850.0,10.0,1.01325,-0.11248040565089341,0.5620679464429574,0.6745483520938506,-0.011757206157088362,-0.0511479147283958,0.00392730450529781,0.01856163679734117,-0.0036135035022841905,-0.025417475478365856,0.0,0.00841620466317805,0.036675456111984195,0.006909610235464325,0.03414176744460651,0.002005686214612279,0.014073815839127366,0.0,0.020173410820270576,0.0878233708403453,0.0029823057302064138,0.015580130647280255,0.00561918971693498,0.03949129131751439,0.0,2.169199228286743
850.0,10.0,5.0,0.26129927070416886,0.7051041228811825,0.4438048521770154,7.17143719408675e-08,3.1314185133801686e-07,6.25825019584525e-07,2.8436451943170127e-06,7.418231987021962e-07,6.176218685094437e-06,1.1475478567390951e-07,-1.8019885583697715e-08,-7.877724861327096e-08,3.460956485290545e-06,2.099750935347089e-05,-3.0101016401662406e-07,-2.5507858214535166e-06,-2.8863145207225216e-08,-8.973418952340495e-08,-3.9191907635904855e-07,2.8351315253805076e-06,1.815386416470499e-05,-1.0428330615708248e-06,-8.727004485731271e-06,-1.4361790923178575e-07,2.0663208961486816
