 T3_K  phi  h_H2_to_CFR  r_CH4  purge_p  converged  iterations       method  C_total_tpd  C_from_CO2_total_tpd  C_from_CO2_total_tpd_mixing_tracer_upper  fresh_CO2_carbon_fixed_fraction  purge_carbon_tpd  H2_net_exportable_tpd  water_total_tpd  Q1_kW  Q2_kW  Q3_kW  S1_inlet_CH4_ratio_vs_fresh  S2_inlet_ratio_vs_once  closure_C_rel
  650  0.1         0.75    0.9     0.02       True         168     wegstein        37.47                 1.546                                     4.363                           0.1348             9.929                  12.51            18.47   3259  326.7 -288.8                        1.195                   8.492     -5.555e-08
  650  0.1         0.75    0.9     0.01       True         189     wegstein        38.04                 2.114                                     4.774                           0.1845             9.354                  12.41            19.41   3271  355.5 -399.1                        1.199                   13.24     -1.451e-07
  650  0.1         0.75   0.95      0.2       True          77       direct        36.99                 1.104                                     4.017                          0.09629             10.41                  12.66               17   3217  161.6 -54.25                        1.179                   2.775     -9.874e-09
  650  0.1         0.75   0.95      0.1       True         149       direct        37.12                 1.208                                     4.111                           0.1054             10.28                   12.6            17.58   3228  194.6 -97.85                        1.183                   3.771     -1.922e-08
  650  0.1         0.75   0.95     0.05       True         282       direct        37.27                 1.347                                     4.219                           0.1175             10.13                  12.56            18.01   3241  251.3 -176.6                        1.188                   5.143     -4.209e-08
  650  0.1         0.75   0.95     0.02       True         169     wegstein        37.48                 1.548                                     4.369                            0.135              9.92                  12.51            18.47   3259  326.5 -288.7                        1.195                   8.489     -5.181e-08
  650  0.1         0.75   0.95     0.01       True         191     wegstein        38.05                 2.116                                     4.778                           0.1846             9.349                  12.41            19.41   3271  355.5 -399.3                        1.199                   13.23     -1.458e-07
  650  0.1         0.75   0.99      0.2       True          77       direct        37.04                 1.119                                     4.059                          0.09759             10.35                  12.67            17.01   3222  160.9 -54.33                        1.181                   2.775     -9.881e-09
  650  0.1         0.75   0.99      0.1       True         149       direct        37.15                 1.218                                     4.133                           0.1062             10.25                  12.61            17.58   3231    194 -97.94                        1.184                    3.77     -1.925e-08
  650  0.1         0.75   0.99     0.05       True         282       direct        37.29                 1.352                                     4.231                           0.1179             10.11                  12.57            18.02   3243  250.9 -176.7                        1.189                   5.141     -4.218e-08
  650  0.1         0.75   0.99     0.02       True         171     wegstein        37.48                  1.55                                     4.374                           0.1352             9.914                  12.52            18.47   3260  326.5 -288.6                        1.195                   8.486     -8.723e-08
  650  0.1         0.75   0.99     0.01       True         191     wegstein        38.05                 2.118                                     4.781                           0.1848             9.345                  12.41            19.41   3272  355.4 -399.5                        1.199                   13.23     -1.346e-07
  650  0.1            1      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                  11.35            13.25   2728  158.6 -13.48                            1                     NaN      4.609e-16
  650  0.1            1    0.9      0.2       True          77       direct        37.25                 1.427                                     4.206                           0.1245             10.15                   12.5             18.2   3239  112.4 -64.15                        1.188                   4.743     -3.562e-09
  650  0.1            1    0.9      0.1       True         147       direct        37.72                 1.837                                     4.539                           0.1602             9.684                  12.39            19.37   3280  99.05 -122.2                        1.202                   9.158     -5.693e-09
  650  0.1            1    0.9     0.05       True         287       direct        38.33                 2.424                                     4.979                           0.2114             9.068                  12.27            20.55   3334  89.92 -228.7                        1.222                   17.81     -2.342e-09
  650  0.1            1    0.9     0.02       True          99     wegstein        39.66                 3.734                                     5.928                           0.3257              7.74                  12.04            22.69   3449  80.84 -491.1                        1.264                    42.7     -3.255e-09
  650  0.1            1    0.9     0.01       True         133     wegstein        41.16                 5.233                                     7.004                           0.4565             6.236                  11.78               25   3580  74.52 -799.2                        1.312                   81.91       5.78e-08
  650  0.1            1   0.95      0.2       True          77       direct        37.33                 1.449                                     4.264                           0.1264             10.07                  12.52            18.21   3247  111.7  -64.2                         1.19                   4.748     -3.593e-09
  650  0.1            1   0.95      0.1       True         147       direct        37.76                 1.851                                     4.571                           0.1615             9.639                   12.4            19.38   3284   98.6 -122.2                        1.204                   9.162     -5.735e-09
  650  0.1            1   0.95     0.05       True         287       direct        38.36                 2.433                                     4.996                           0.2123             9.043                  12.28            20.55   3336  89.65 -228.8                        1.223                   17.81     -2.382e-09
  650  0.1            1   0.95     0.02       True          99     wegstein        39.67                  3.74                                     5.937                           0.3263             7.728                  12.04            22.69   3450   80.7 -491.1                        1.265                   42.71     -2.472e-09
  650  0.1            1   0.95     0.01       True         138     wegstein        41.17                 5.237                                     7.009                           0.4568             6.229                  11.78               25   3580  74.43 -799.3                        1.312                   81.91      2.201e-08
  650  0.1            1   0.99      0.2       True          77       direct        37.39                 1.466                                     4.307                           0.1279             10.01                  12.54            18.21   3252  111.2 -64.24                        1.192                   4.751     -3.616e-09
  650  0.1            1   0.99      0.1       True         147       direct        37.79                 1.862                                     4.594                           0.1624             9.606                  12.41            19.38   3287  98.27 -122.3                        1.205                   9.166     -5.766e-09
  650  0.1            1   0.99     0.05       True         287       direct        38.37                  2.44                                     5.009                           0.2129             9.025                  12.28            20.55   3337  89.46 -228.8                        1.223                   17.81     -2.411e-09
  650  0.1            1   0.99     0.02       True          98     wegstein        39.68                 3.744                                     5.943                           0.3266              7.72                  12.04            22.69   3451   80.6 -491.1                        1.265                   42.71     -6.568e-09
  650  0.1            1   0.99     0.01       True         131     wegstein        41.18                 5.239                                     7.012                           0.4571             6.224                  11.79               25   3581  74.37 -799.3                        1.313                   81.92      1.121e-08
  650    1         0.35      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                   10.5            15.83   2728 -207.3 -6.331                            1                     NaN      1.152e-15
  650    1         0.35    0.9      0.2       True          78       direct        39.69                 3.871                                     5.954                           0.3377             7.705                  12.17             20.9   3452 -494.8 -24.43                        1.265                   1.817     -6.828e-09
  650    1         0.35    0.9      0.1       True         179       direct        39.31                 3.429                                     5.678                           0.2992             8.091                  12.28            20.29   3419 -367.9  -40.4                        1.253                   2.312     -1.575e-08
  650    1         0.35    0.9     0.05       True         364       direct        37.65                 1.744                                     4.493                           0.1521             9.748                   12.6            17.57   3267  32.63 -64.47                        1.197                   3.508     -3.885e-08
  650    1         0.35    0.9     0.02       True          89     wegstein        36.53                0.6069                                     3.692                          0.05295             10.87                  12.81            15.79   3151  294.1 -61.59                        1.155                   7.208     -5.679e-08
  650    1         0.35    0.9     0.01       True         132     wegstein        36.39                0.4629                                     3.593                          0.04038             11.01                  12.84            15.59   3132  330.5 -60.03                        1.148                   13.15     -2.292e-07
  650    1         0.35   0.95      0.2       True          78       direct        39.88                 4.003                                      6.09                           0.3492             7.514                  12.19            21.05   3469 -511.8 -24.32                        1.271                   1.814     -6.719e-09
  650    1         0.35   0.95      0.1       True          55     wegstein        39.43                 3.524                                     5.767                           0.3075             7.966                  12.28            20.42   3429 -383.8 -39.82                        1.257                   2.303     -2.535e-09
  650    1         0.35   0.95     0.05       True         366       direct        37.69                 1.771                                     4.523                           0.1545             9.705                  12.61            17.61   3270  28.13 -64.64                        1.199                     3.5     -3.888e-08
  650    1         0.35   0.95     0.02       True          89     wegstein        36.54                0.6096                                     3.698                          0.05318             10.86                  12.81             15.8   3151  293.7 -61.67                        1.155                   7.204     -5.738e-08
  650    1         0.35   0.95     0.01       True         132     wegstein         36.4                0.4636                                     3.596                          0.04044                11                  12.84            15.59   3132  330.4 -60.09                        1.148                   13.15     -2.307e-07
  650    1         0.35   0.99      0.2       True          78       direct        40.03                 4.104                                     6.193                            0.358              7.37                  12.21            21.16   3481 -524.8 -24.24                        1.276                   1.812     -6.632e-09
  650    1         0.35   0.99      0.1       True          58     wegstein        39.53                 3.597                                     5.835                           0.3138             7.871                  12.28            20.52   3438   -396 -39.39                         1.26                   2.296     -1.429e-08
  650    1         0.35   0.99     0.05       True         368       direct        37.73                 1.791                                     4.545                           0.1563             9.674                  12.61            17.63   3273  24.76 -64.78                          1.2                   3.494     -3.816e-08
  650    1         0.35   0.99     0.02       True          89     wegstein        36.55                0.6115                                     3.703                          0.05335             10.85                  12.81             15.8   3152  293.4 -61.73                        1.155                   7.201     -5.782e-08
  650    1         0.35   0.99     0.01       True         132     wegstein         36.4                 0.464                                     3.598                          0.04048                11                  12.84            15.59   3133  330.3 -60.13                        1.148                   13.15     -2.309e-07
  650    1          0.5      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                   10.5            15.85   2728 -207.3 -7.793                            1                     NaN      5.762e-16
  650    1          0.5    0.9      0.2       True          75       direct        40.35                  4.53                                     6.424                           0.3952             7.046                  12.01            22.33   3509 -628.1 -27.51                        1.286                   2.012      -6.72e-09
  650    1          0.5    0.9      0.1       True         173       direct        40.48                 4.602                                     6.516                           0.4015             6.918                  12.02            22.59   3520 -603.1  -50.1                        1.291                   2.491     -1.292e-08
  650    1          0.5    0.9     0.05       True         100     wegstein        38.96                 3.057                                     5.431                           0.2667             8.435                  12.32            20.09   3389   -204 -107.9                        1.242                   3.576     -8.713e-09
  650    1          0.5    0.9     0.02       True         128     wegstein        37.07                 1.141                                     4.074                          0.09952             10.33                  12.67            17.06   3193  255.4 -122.6                         1.17                   7.281     -6.737e-08
  650    1          0.5    0.9     0.01       True         133     wegstein        36.79                0.8629                                     3.879                          0.07527             10.61                  12.72            16.65   3148  330.8 -117.4                        1.154                   13.09     -2.207e-07
  650    1          0.5   0.95      0.2       True          75       direct        40.55                 4.669                                     6.566                           0.4073             6.849                  12.03            22.48   3527 -644.9 -27.42                        1.293                   2.009     -6.446e-09
  650    1          0.5   0.95      0.1       True         173       direct        40.63                 4.719                                     6.621                           0.4117             6.771                  12.02            22.74   3533 -621.8 -49.71                        1.295                   2.481     -1.339e-08
  650    1          0.5   0.95     0.05       True         101     wegstein        39.03                 3.103                                     5.475                           0.2707             8.373                  12.32            20.15   3394 -212.8 -106.8                        1.244                   3.566     -1.017e-08
  650    1          0.5   0.95     0.02       True         128     wegstein        37.08                 1.145                                     4.081                          0.09992             10.32                  12.67            17.07   3194  254.8 -122.8                        1.171                   7.275     -5.706e-08
  650    1          0.5   0.95     0.01       True         213     wegstein         36.8                0.8639                                     3.882                          0.07536              10.6                  12.72            16.65   3149  330.7 -117.5                        1.154                   13.08     -8.797e-08
  650    1          0.5   0.99      0.2       True          75       direct         40.7                 4.775                                     6.673                           0.4165             6.699                  12.05            22.59   3540 -657.6 -27.34                        1.298                   2.007     -6.237e-09
  650    1          0.5   0.99      0.1       True         174       direct        40.74                 4.808                                     6.701                           0.4195              6.66                  12.02            22.86   3543 -636.1 -49.41                        1.299                   2.473     -1.257e-08
  650    1          0.5   0.99     0.05       True         102     wegstein        39.07                 3.138                                     5.508                           0.2737             8.327                  12.32             20.2   3398 -219.4   -106                        1.246                   3.558      -1.11e-08
  650    1          0.5   0.99     0.02       True         131     wegstein        37.08                 1.149                                     4.087                           0.1002             10.32                  12.67            17.07   3195  254.3 -122.9                        1.171                   7.272     -5.985e-08
  650    1          0.5   0.99     0.01       True         134     wegstein         36.8                0.8646                                     3.884                          0.07543              10.6                  12.72            16.66   3149  330.6 -117.6                        1.154                   13.08     -1.976e-07
  650    1         0.75      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                  10.49            15.87   2728 -207.3 -9.675                            1                     NaN      3.457e-16
  650    1         0.75    0.9      0.2       True          69       direct        41.52                 5.693                                     7.256                           0.4966             5.883                  11.72            24.84   3610 -866.1 -31.12                        1.323                   2.597     -4.874e-09
  650    1         0.75    0.9      0.1       True         137       direct        42.42                 6.543                                     7.904                           0.5708             4.977                  11.58            26.38   3689  -1008 -50.89                        1.352                   3.254     -9.384e-09
  650    1         0.75    0.9     0.05       True         334       direct        42.77                  6.86                                     8.151                           0.5984             4.632                  11.55            26.92   3719  -1028 -87.37                        1.363                   4.006      -1.89e-08
  650    1         0.75    0.9     0.02       True         225     wegstein        39.62                 3.691                                     5.898                            0.322             7.783                  12.13            21.85   3445 -182.6 -242.5                        1.263                    7.36     -3.457e-08
  650    1         0.75    0.9     0.01       True         222     wegstein        38.59                 2.663                                     5.166                           0.2323             8.806                  12.31            20.27   3327  228.3   -398                        1.219                   12.66     -8.238e-08
  650    1         0.75   0.95      0.2       True          68       direct        41.71                 5.831                                     7.397                           0.5087             5.686                  11.75            24.95   3628 -879.6 -30.96                         1.33                   2.597      -5.83e-09
  650    1         0.75   0.95      0.1       True         136       direct        42.56                 6.652                                     8.003                           0.5803             4.838                   11.6            26.49   3701  -1023 -50.52                        1.357                   3.245     -9.615e-09
  650    1         0.75   0.95     0.05       True         333       direct        42.88                 6.959                                     8.233                           0.6071             4.517                  11.54            27.04   3729  -1046 -86.43                        1.367                   3.986     -1.799e-08
  650    1         0.75   0.95     0.02       True         223     wegstein        39.64                 3.713                                     5.918                           0.3239             7.755                  12.13            21.87   3448 -186.9 -241.8                        1.264                   7.346     -5.672e-08
  650    1         0.75   0.95     0.01       True         231     wegstein         38.6                 2.668                                     5.172                           0.2327             8.798                  12.31            20.27   3328  227.8 -398.3                         1.22                   12.65     -4.328e-08
  650    1         0.75   0.99      0.2       True          68       direct        41.86                 5.936                                     7.503                           0.5178             5.538                  11.77            25.04   3641 -889.8 -30.84                        1.335                   2.596     -5.552e-09
  650    1         0.75   0.99      0.1       True         136       direct        42.66                 6.733                                     8.077                           0.5874             4.735                   11.6            26.57   3710  -1033 -50.23                         1.36                   3.239     -8.984e-09
  650    1         0.75   0.99     0.05       True         331       direct        42.97                 7.034                                     8.294                           0.6136             4.432                  11.54            27.14   3737  -1058 -85.72                         1.37                    3.97     -1.822e-08
  650    1         0.75   0.99     0.02       True         236     wegstein        39.66                 3.729                                     5.932                           0.3253             7.735                  12.13            21.89   3449 -190.1 -241.3                        1.264                   7.336     -3.725e-08
  650    1         0.75   0.99     0.01       True         230     wegstein        38.61                 2.671                                     5.176                            0.233             8.792                  12.31            20.28   3328  227.4 -398.5                         1.22                   12.64     -4.948e-08
  650    1            1      0        1       True           1 once-through        31.37                     0                                         0                                0             16.03                  10.49            15.89   2728 -207.3 -11.05                            1                     NaN      1.152e-16
  650    1            1    0.9      0.2       True          80       direct         42.5                 6.681                                     7.962                           0.5828             4.895                  11.47               27   3696  -1072 -30.33                        1.355                   4.378      1.799e-09
  650    1            1    0.9      0.1       True         148       direct        43.36                 7.485                                     8.577                           0.6529             4.036                  11.36            28.38   3771  -1202 -51.03                        1.382                   8.155     -8.856e-10
  650    1            1    0.9     0.05       True         288       direct        43.88                 7.968                                     8.943                           0.6951             3.524                  11.29            29.14   3816  -1254 -90.55                        1.399                   15.63     -5.639e-09
  650    1            1    0.9     0.02       True          97     wegstein        44.46                 8.537                                     9.363                           0.7448             2.937                  11.21               30   3867  -1266 -191.4                        1.417                   37.75     -1.831e-09
  650    1            1    0.9     0.01       True         147     wegstein           45                 9.066                                     9.744                           0.7909             2.403                  11.13             30.8   3913  -1250 -315.8                        1.434                   73.86      -1.87e-09
  650    1            1   0.95      0.2       True          80       direct        42.68                 6.799                                     8.089                           0.5931             4.718                  11.51            27.05   3712  -1078  -30.2                        1.361                   4.385      1.672e-09
  650    1            1   0.95      0.1       True         148       direct        43.46                 7.548                                     8.644                           0.6585             3.942                  11.38             28.4   3779  -1205 -50.91                        1.385                   8.162     -1.051e-09
  650    1            1   0.95     0.05       True         288       direct        43.92                     8                                     8.977                           0.6979             3.476                  11.31            29.15   3820  -1255 -90.45                          1.4                   15.64     -5.753e-09
  650    1            1   0.95     0.02       True          95     wegstein        44.48                 8.551                                     9.377                            0.746             2.918                  11.22            30.01   3868  -1267 -191.3                        1.418                   37.75     -4.067e-09
  650    1            1   0.95     0.01       True         151     wegstein        45.01                 9.073                                     9.752                           0.7915             2.393                  11.13             30.8   3914  -1251 -315.8                        1.435                   73.87     -2.343e-09
  650    1            1   0.99      0.2       True          79       direct        42.81                 6.887                                     8.184                           0.6008             4.586                  11.54            27.09   3723  -1083  -30.1                        1.365                   4.391      1.963e-09
  650    1            1   0.99      0.1       True         148       direct        43.53                 7.595                                     8.693                           0.6626             3.873                   11.4            28.42   3785  -1207 -50.82                        1.388                   8.167     -1.171e-09
  650    1            1   0.99     0.05       True         288       direct        43.96                 8.024                                     9.002                              0.7             3.441                  11.32            29.16   3823  -1256 -90.38                        1.401                   15.65     -5.836e-09
  650    1            1   0.99     0.02       True         101     wegstein         44.5                  8.56                                     9.387                           0.7468             2.903                  11.22            30.01   3870  -1267 -191.3                        1.419                   37.76     -1.024e-09
  650    1            1   0.99     0.01       True         152     wegstein        45.01                 9.078                                     9.757                           0.7919             2.386                  11.14             30.8   3915  -1251 -315.7                        1.435                   73.87     -2.065e-09

