case,config,y_CH4_biogas,H2_electrolysis_tpd,value_type,mode,phi,P2_bar,pressure_order,recycle,h_H2_to_CFR,heat_recovery_fraction,demand_definition,Q1_kW,Q2_kW,Q3_kW,exothermic_pool_kW,high_T_demand_kW,preheat_credit_kW,Q_fired_kW,H2_burned_tpd,H2_exportable_before_heat_tpd,H2_net_after_heat_tpd,self_sufficient_H2,H2_burned_share_of_exportable,C_total_tpd,CO2_carbon_fixed_fraction,CO2_fixed_as_CO2_tpd
2b_y0.55 eq recycle h=0.5,2b_y0.55,0.55,0.0,equilibrium,equilibrium,,1.01325,native,True,0.5,0.25,Q1 only,3097.6469208731864,1382.1426736682806,-3872.257284700925,3872.257284700925,3097.6469208731864,968.0643211752313,2505.3912937623004,1.804593202771435,3.3477662312106764,1.5431730284392413,True,0.5390439708565993,61.88607440767673,0.8837280600493301,95.20628594807783
2b_y0.55 eq recycle h=0.5,2b_y0.55,0.55,0.0,equilibrium,equilibrium,,1.01325,native,True,0.5,0.25,Q1 + Q2+,3097.6469208731864,1382.1426736682806,-3872.257284700925,3872.257284700925,4479.7895945414675,968.0643211752313,4131.441498077925,2.9758111092831983,3.3477662312106764,0.37195512192747815,True,0.8888945355682839,61.88607440767673,0.8837280600493301,95.20628594807783
2b_y0.55 eq recycle h=0.5,2b_y0.55,0.55,0.0,equilibrium,equilibrium,,1.01325,native,True,0.5,0.5,Q1 only,3097.6469208731864,1382.1426736682806,-3872.257284700925,3872.257284700925,3097.6469208731864,1936.1286423504625,1366.4920923796751,0.984262357616078,3.3477662312106764,2.363503873594598,True,0.29400570100742435,61.88607440767673,0.8837280600493301,95.20628594807783
2b_y0.55 eq recycle h=0.5,2b_y0.55,0.55,0.0,equilibrium,equilibrium,,1.01325,native,True,0.5,0.5,Q1 + Q2+,3097.6469208731864,1382.1426736682806,-3872.257284700925,3872.257284700925,4479.7895945414675,1936.1286423504625,2992.5422966953,2.1554802641278417,3.3477662312106764,1.1922859670828347,True,0.6438562657191091,61.88607440767673,0.8837280600493301,95.20628594807783
2b_y0.55 eq recycle h=0.75,2b_y0.55,0.55,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.0,Q1 only,3604.098201617882,912.1500167224262,-4074.208496486627,4074.208496486627,3604.098201617882,0.0,4240.115531315155,3.054087274042742,2.550624938322467,-0.503462335720275,False,1.1973878354892113,64.2343020511873,0.9625301172973976,103.6958332814934
2b_y0.55 eq recycle h=0.75,2b_y0.55,0.55,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.0,Q1 + Q2+,3604.098201617882,912.1500167224262,-4074.208496486627,4074.208496486627,4516.248218340308,0.0,5313.233198047422,3.827036733865811,2.550624938322467,-1.276411795543344,False,1.5004310027576353,64.2343020511873,0.9625301172973976,103.6958332814934
2b_y0.55 eq recycle h=0.75,2b_y0.55,0.55,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.25,Q1 only,3604.098201617882,912.1500167224262,-4074.208496486627,4074.208496486627,3604.098201617882,1018.5521241216568,3041.818914701441,2.1909734224743405,2.550624938322467,0.3596515158481264,True,0.8589947465640843,64.2343020511873,0.9625301172973976,103.6958332814934
2b_y0.55 eq recycle h=0.75,2b_y0.55,0.55,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.25,Q1 + Q2+,3604.098201617882,912.1500167224262,-4074.208496486627,4074.208496486627,4516.248218340308,1018.5521241216568,4114.936581433708,2.9639228822974104,2.550624938322467,-0.41329794397494357,False,1.1620379138325085,64.2343020511873,0.9625301172973976,103.6958332814934
2b_y0.55 eq recycle h=0.75,2b_y0.55,0.55,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.5,Q1 only,3604.098201617882,912.1500167224262,-4074.208496486627,4074.208496486627,3604.098201617882,2037.1042482433136,1843.5222980877274,1.3278595709059409,2.550624938322467,1.222765367416526,True,0.5206016576389578,64.2343020511873,0.9625301172973976,103.6958332814934
2b_y0.55 eq recycle h=0.75,2b_y0.55,0.55,0.0,equilibrium,equilibrium,,1.01325,native,True,0.75,0.5,Q1 + Q2+,3604.098201617882,912.1500167224262,-4074.208496486627,4074.208496486627,4516.248218340308,2037.1042482433136,2916.6399648199936,2.10080903072901,2.550624938322467,0.4498159075934569,True,0.8236448249073819,64.2343020511873,0.9625301172973976,103.6958332814934
"2b_y0.55 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.55,0.55,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.0,Q1 only,2727.980709243213,530.8021223467297,-10.41739034152278,10.41739034152278,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,7.88271539478782,5.571043874796002,True,0.2932582751269104,31.36820759930369,0.0,0.0
"2b_y0.55 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.55,0.55,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.0,Q1 + Q2+,2727.980709243213,530.8021223467297,-10.41739034152278,10.41739034152278,3258.7828315899424,0.0,3833.862154811697,2.76146947670851,7.88271539478782,5.12124591807931,True,0.35031957116381984,31.36820759930369,0.0,0.0
"2b_y0.55 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.55,0.55,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.25,Q1 only,2727.980709243213,530.8021223467297,-10.41739034152278,10.41739034152278,2727.980709243213,2.604347585380695,3206.3251313621554,2.309464614304808,7.88271539478782,5.573250780483012,True,0.29297830742841025,31.36820759930369,0.0,0.0
"2b_y0.55 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.55,0.55,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.25,Q1 + Q2+,2727.980709243213,530.8021223467297,-10.41739034152278,10.41739034152278,3258.7828315899424,2.604347585380695,3830.798216475955,2.759262571021499,7.88271539478782,5.123452823766321,True,0.35003960346531965,31.36820759930369,0.0,0.0
"2b_y0.55 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.55,0.55,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.5,Q1 only,2727.980709243213,530.8021223467297,-10.41739034152278,10.41739034152278,2727.980709243213,5.20869517076139,3203.2611930264134,2.307257708617797,7.88271539478782,5.575457686170023,True,0.29269833972991,31.36820759930369,0.0,0.0
"2b_y0.55 kin once-through phi=0 (1.01,1.01,1.01) bar",2b_y0.55,0.55,0.0,kinetic,kinetic,0.0,1.01325,native,False,0.35,0.5,Q1 + Q2+,2727.980709243213,530.8021223467297,-10.41739034152278,10.41739034152278,3258.7828315899424,5.20869517076139,3827.734278140213,2.7570556653344886,7.88271539478782,5.125659729453332,True,0.34975963576681945,31.36820759930369,0.0,0.0
"2b_y0.55 kin recycle phi=0 (1.01,1.01,1.01) bar",2b_y0.55,0.55,0.0,kinetic,kinetic,0.0,1.01325,native,True,0.35,0.0,Q1 only,3127.589566055527,669.8071000986057,-31.75664236117893,31.75664236117893,3127.589566055527,0.0,3679.5171365359142,2.6502972332527395,8.714257967633493,6.063960734380753,True,0.30413343776331575,36.14152340123414,0.0074426761541774,0.8018185527728989
