case,config,y_CH4_biogas,H2_electrolysis_tpd,value_type,mode,phi,P2_bar,pressure_order,recycle,h_H2_to_CFR,heat_recovery_fraction,demand_definition,Q1_kW,Q2_kW,Q3_kW,exothermic_pool_kW,high_T_demand_kW,preheat_credit_kW,Q_fired_kW,H2_burned_tpd,H2_exportable_before_heat_tpd,H2_net_after_heat_tpd,self_sufficient_H2,H2_burned_share_of_exportable,C_total_tpd,CO2_carbon_fixed_fraction,CO2_fixed_as_CO2_tpd
"2a_y0.60 kin recycle phi=0 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.0,Q1 only,3165.1230600177037,624.3591279560118,-230.7940164834482,230.7940164834482,3165.1230600177037,0.0,3723.674188256122,2.682102850038871,11.246575852809649,8.564473002770779,True,0.2384817285848671,37.401393625951854,0.0617216600229515,5.418056046275788
"2a_y0.60 kin recycle phi=0 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.0,Q1 + Q2+,3165.1230600177037,624.3591279560118,-230.7940164834482,230.7940164834482,3789.4821879737156,0.0,4458.214338792606,3.2111803502764875,11.246575852809649,8.035395502533161,True,0.28552515826177105,37.401393625951854,0.0617216600229515,5.418056046275788
"2a_y0.60 kin recycle phi=0 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.25,Q1 only,3165.1230600177037,624.3591279560118,-230.7940164834482,230.7940164834482,3165.1230600177037,57.69850412086205,3655.7935951727545,2.633209546552377,11.246575852809649,8.613366306257271,True,0.23413433395325758,37.401393625951854,0.0617216600229515,5.418056046275788
"2a_y0.60 kin recycle phi=0 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.25,Q1 + Q2+,3165.1230600177037,624.3591279560118,-230.7940164834482,230.7940164834482,3789.4821879737156,57.69850412086205,4390.333745709239,3.162287046789994,11.246575852809649,8.084288806019654,True,0.28117776363016156,37.401393625951854,0.0617216600229515,5.418056046275788
"2a_y0.60 kin recycle phi=0 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.5,Q1 only,3165.1230600177037,624.3591279560118,-230.7940164834482,230.7940164834482,3165.1230600177037,115.3970082417241,3587.913002089388,2.5843162430658846,11.246575852809649,8.662259609743764,True,0.2297869393216482,37.401393625951854,0.0617216600229515,5.418056046275788
"2a_y0.60 kin recycle phi=0 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.0,5.0,1.0,True,0.35,0.5,Q1 + Q2+,3165.1230600177037,624.3591279560118,-230.7940164834482,230.7940164834482,3789.4821879737156,115.3970082417241,4322.4531526258725,3.1133937433035013,11.246575852809649,8.133182109506148,True,0.2768303689985521,37.401393625951854,0.0617216600229515,5.418056046275788
"2a_y0.60 kin once-through phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.0,Q1 only,2727.980709243213,375.4827942166858,-11.350097873626286,11.350097873626286,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,10.305993600526255,7.994322080534436,True,0.2243036052218951,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.0,Q1 + Q2+,2727.980709243213,375.4827942166858,-11.350097873626286,11.350097873626286,3103.4635034598987,0.0,3651.133533482234,2.6298529787890317,10.305993600526255,7.676140621737224,True,0.25517704364329735,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.25,Q1 only,2727.980709243213,375.4827942166858,-11.350097873626286,11.350097873626286,2727.980709243213,2.8375244684065715,3206.0508056174194,2.3092670218666416,10.305993600526255,7.996726578659613,True,0.22407029456613706,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.25,Q1 + Q2+,2727.980709243213,375.4827942166858,-11.350097873626286,11.350097873626286,3103.4635034598987,2.8375244684065715,3647.7952694017554,2.6274484806638543,10.305993600526255,7.678545119862401,True,0.2549437329875393,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.5,Q1 only,2727.980709243213,375.4827942166858,-11.350097873626286,11.350097873626286,2727.980709243213,5.675048936813143,3202.712541536941,2.306862523741464,10.305993600526255,7.999131076784791,True,0.22383698391037898,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,False,0.35,0.5,Q1 + Q2+,2727.980709243213,375.4827942166858,-11.350097873626286,11.350097873626286,3103.4635034598987,5.675048936813143,3644.457005321277,2.6250439825386764,10.305993600526255,7.680949617987579,True,0.25471042233178115,31.36820759930369,0.0,0.0
"2a_y0.60 kin recycle phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.0,Q1 only,3134.824843722231,603.403504356712,-48.32911641104239,48.32911641104239,3134.824843722231,0.0,3688.029227908507,2.6564283562715643,11.509514114495625,8.853085758224061,True,0.23080282363318302,36.265084422518534,0.0142916778578798,1.2545532897287217
"2a_y0.60 kin recycle phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.0,Q1 + Q2+,3134.824843722231,603.403504356712,-48.32911641104239,48.32911641104239,3738.228348078943,0.0,4397.915703622286,3.167748209582269,11.509514114495625,8.341765904913355,True,0.27522866543885266,36.265084422518534,0.0142916778578798,1.2545532897287217
"2a_y0.60 kin recycle phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.25,Q1 only,3134.824843722231,603.403504356712,-48.32911641104239,48.32911641104239,3134.824843722231,12.082279102760598,3673.814781905259,2.6461899185862072,11.509514114495625,8.863324195909417,True,0.22991326065219997,36.265084422518534,0.0142916778578798,1.2545532897287217
"2a_y0.60 kin recycle phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.25,Q1 + Q2+,3134.824843722231,603.403504356712,-48.32911641104239,48.32911641104239,3738.228348078943,12.082279102760598,4383.701257619038,3.157509771896911,11.509514114495625,8.352004342598715,True,0.2743391024578696,36.265084422518534,0.0142916778578798,1.2545532897287217
"2a_y0.60 kin recycle phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.5,Q1 only,3134.824843722231,603.403504356712,-48.32911641104239,48.32911641104239,3134.824843722231,24.164558205521196,3659.6003359020115,2.6359514809008497,11.509514114495625,8.873562633594775,True,0.2290236976712169,36.265084422518534,0.0142916778578798,1.2545532897287217
"2a_y0.60 kin recycle phi=0.1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,1.01325,native,True,0.35,0.5,Q1 + Q2+,3134.824843722231,603.403504356712,-48.32911641104239,48.32911641104239,3738.228348078943,24.164558205521196,4369.48681161579,3.147271334211554,11.509514114495625,8.36224278028407,True,0.2734495394768865,36.265084422518534,0.0142916778578798,1.2545532897287217
"2a_y0.60 kin once-through phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.0,Q1 only,2727.980709243213,476.6416359720668,-57.92928251102659,57.92928251102659,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,10.014361174203636,7.702689654211817,True,0.2308356449082882,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.0,Q1 + Q2+,2727.980709243213,476.6416359720668,-57.92928251102659,57.92928251102659,3204.62234521528,0.0,3770.143935547388,2.7155742643864453,10.014361174203636,7.29878690981719,True,0.27116799735379965,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.25,Q1 only,2727.980709243213,476.6416359720668,-57.92928251102659,57.92928251102659,2727.980709243213,14.482320627756648,3192.351045429949,2.2993993041271175,10.014361174203636,7.714961870076518,True,0.22961018322868415,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.25,Q1 + Q2+,2727.980709243213,476.6416359720668,-57.92928251102659,57.92928251102659,3204.62234521528,14.482320627756648,3753.105911279439,2.703302048521744,10.014361174203636,7.311059125681892,True,0.26994253567419557,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.5,Q1 only,2727.980709243213,476.6416359720668,-57.92928251102659,57.92928251102659,2727.980709243213,28.964641255513296,3175.3130211619996,2.287127088262415,10.014361174203636,7.7272340859412205,True,0.22838472154908,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,False,0.35,0.5,Q1 + Q2+,2727.980709243213,476.6416359720668,-57.92928251102659,57.92928251102659,3204.62234521528,28.964641255513296,3736.06788701149,2.691029832657042,10.014361174203636,7.323331341546593,True,0.26871707399459144,31.36820759930369,0.0,0.0
"2a_y0.60 kin recycle phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.0,Q1 only,3167.9077848995967,617.4222995282322,-230.5944088248698,230.5944088248698,3167.9077848995967,0.0,3726.9503351759963,2.684462606168624,11.241464067808312,8.557001461639688,True,0.2388000877800252,37.43174978584321,0.0629887377586996,5.529282772593877
"2a_y0.60 kin recycle phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.0,Q1 + Q2+,3167.9077848995967,617.4222995282322,-230.5944088248698,230.5944088248698,3785.3300844278288,0.0,4453.329511091563,3.207661887157389,11.241464067808312,8.033802180650923,True,0.28534200419169864,37.43174978584321,0.0629887377586996,5.529282772593877
"2a_y0.60 kin recycle phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.25,Q1 only,3167.9077848995967,617.4222995282322,-230.5944088248698,230.5944088248698,3167.9077848995967,57.64860220621745,3659.1284502275053,2.6356115892109493,11.241464067808312,8.605852478597363,True,0.2344544779321436,37.43174978584321,0.0629887377586996,5.529282772593877
"2a_y0.60 kin recycle phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.25,Q1 + Q2+,3167.9077848995967,617.4222995282322,-230.5944088248698,230.5944088248698,3785.3300844278288,57.64860220621745,4385.507626143072,3.1588108701997144,11.241464067808312,8.082653197608598,True,0.28099639434381707,37.43174978584321,0.0629887377586996,5.529282772593877
"2a_y0.60 kin recycle phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.5,Q1 only,3167.9077848995967,617.4222995282322,-230.5944088248698,230.5944088248698,3167.9077848995967,115.2972044124349,3591.3065652790137,2.5867605722532736,11.241464067808312,8.654703495555038,True,0.23010886808426195,37.43174978584321,0.0629887377586996,5.529282772593877
"2a_y0.60 kin recycle phi=0.1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,0.1,5.0,1.0,True,0.35,0.5,Q1 + Q2+,3167.9077848995967,617.4222995282322,-230.5944088248698,230.5944088248698,3785.3300844278288,115.2972044124349,4317.685741194581,3.109959853242039,11.241464067808312,8.131504214566274,True,0.27665078449593544,37.43174978584321,0.0629887377586996,5.529282772593877
"2a_y0.60 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.0,Q1 only,2727.980709243213,106.3236876077426,-9.654526870831384,9.654526870831384,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,9.802675877628118,7.4910043576362995,True,0.23582045850027195,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.0,Q1 + Q2+,2727.980709243213,106.3236876077426,-9.654526870831384,9.654526870831384,2834.3043968509555,0.0,3334.4757610011243,2.4017694593615992,9.802675877628118,7.400906418266519,True,0.24501161614890993,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.25,Q1 only,2727.980709243213,106.3236876077426,-9.654526870831384,9.654526870831384,2727.980709243213,2.413631717707846,3206.549502971183,2.3096262255794837,9.802675877628118,7.493049652048635,True,0.23561181195948377,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.25,Q1 + Q2+,2727.980709243213,106.3236876077426,-9.654526870831384,9.654526870831384,2834.3043968509555,2.413631717707846,3331.6361942744093,2.3997241649492635,9.802675877628118,7.402951712678854,True,0.24480296960812165,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.5,Q1 only,2727.980709243213,106.3236876077426,-9.654526870831384,9.654526870831384,2727.980709243213,4.827263435415692,3203.7099362444674,2.3075809311671476,9.802675877628118,7.495094946460971,True,0.23540316541869546,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,False,0.35,0.5,Q1 + Q2+,2727.980709243213,106.3236876077426,-9.654526870831384,9.654526870831384,2834.3043968509555,4.827263435415692,3328.796627547694,2.3976788705369283,9.802675877628118,7.40499700709119,True,0.24459432306733345,31.36820759930369,0.0,0.0
"2a_y0.60 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.0,Q1 only,3157.9246424103076,546.2917997254096,-47.96660060167101,47.96660060167101,3157.9246424103076,0.0,3715.2054616591854,2.676002961973078,11.461981320890214,8.785978358917136,True,0.23346774759577446,36.52845662239418,0.0252849342981611,2.219564268085071
"2a_y0.60 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.0,Q1 + Q2+,3157.9246424103076,546.2917997254096,-47.96660060167101,47.96660060167101,3704.2164421357174,0.0,4357.901696630256,3.138926761526133,11.461981320890214,8.323054559364081,True,0.27385551185685786,36.52845662239418,0.0252849342981611,2.219564268085071
"2a_y0.60 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.25,Q1 only,3157.9246424103076,546.2917997254096,-47.96660060167101,47.96660060167101,3157.9246424103076,11.991650150417753,3701.097637952812,2.665841322619655,11.461981320890214,8.796139998270558,True,0.2325811958671564,36.52845662239418,0.0252849342981611,2.219564268085071
"2a_y0.60 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.25,Q1 + Q2+,3157.9246424103076,546.2917997254096,-47.96660060167101,47.96660060167101,3704.2164421357174,11.991650150417753,4343.793872923882,3.1287651221727093,11.461981320890214,8.333216198717505,True,0.27296896012823973,36.52845662239418,0.0252849342981611,2.219564268085071
"2a_y0.60 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.5,Q1 only,3157.9246424103076,546.2917997254096,-47.96660060167101,47.96660060167101,3157.9246424103076,23.983300300835506,3686.9898142464376,2.655679683266231,11.461981320890214,8.806301637623983,True,0.23169464413853827,36.52845662239418,0.0252849342981611,2.219564268085071
"2a_y0.60 kin recycle phi=1 (1.01,1.01,1.01) bar",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,1.01325,native,True,0.35,0.5,Q1 + Q2+,3157.9246424103076,546.2917997254096,-47.96660060167101,47.96660060167101,3704.2164421357174,23.983300300835506,4329.686049217508,3.1186034828192857,11.461981320890214,8.343377838070928,True,0.2720824083996216,36.52845662239418,0.0252849342981611,2.219564268085071
"2a_y0.60 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.0,Q1 only,2727.980709243213,-68.87352741236228,-43.665387872361784,112.53891528472406,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,8.838201938664543,6.526530418672724,True,0.26155450351037274,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.0,Q1 + Q2+,2727.980709243213,-68.87352741236228,-43.665387872361784,112.53891528472406,2727.980709243213,0.0,3209.3890696978974,2.3116715199918185,8.838201938664543,6.526530418672724,True,0.26155450351037274,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.25,Q1 only,2727.980709243213,-68.87352741236228,-43.665387872361784,112.53891528472406,2727.980709243213,28.134728821181014,3176.2893887318023,2.287830350177733,8.838201938664543,6.55037158848681,True,0.2588569899233854,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.25,Q1 + Q2+,2727.980709243213,-68.87352741236228,-43.665387872361784,112.53891528472406,2727.980709243213,28.134728821181014,3176.2893887318023,2.287830350177733,8.838201938664543,6.55037158848681,True,0.2588569899233854,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.5,Q1 only,2727.980709243213,-68.87352741236228,-43.665387872361784,112.53891528472406,2727.980709243213,56.26945764236203,3143.189707765707,2.263989180363648,8.838201938664543,6.574212758300895,True,0.25615947633639813,31.36820759930369,0.0,0.0
"2a_y0.60 kin once-through phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,False,0.35,0.5,Q1 + Q2+,2727.980709243213,-68.87352741236228,-43.665387872361784,112.53891528472406,2727.980709243213,56.26945764236203,3143.189707765707,2.263989180363648,8.838201938664543,6.574212758300895,True,0.25615947633639813,31.36820759930369,0.0,0.0
"2a_y0.60 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.0,Q1 only,3193.8109846080424,552.9255773517071,-228.73698616035745,228.73698616035745,3193.8109846080424,0.0,3757.4246877741675,2.7064127940272784,11.193792524950592,8.487379730923314,True,0.24177800222710705,37.7140905102184,0.07477374771318,6.563795525743246
"2a_y0.60 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.0,Q1 + Q2+,3193.8109846080424,552.9255773517071,-228.73698616035745,228.73698616035745,3746.7365619597495,0.0,4407.92536701147,3.174958009727709,11.193792524950592,8.018834515222883,True,0.2836355955902196,37.7140905102184,0.07477374771318,6.563795525743246
"2a_y0.60 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.25,Q1 only,3193.8109846080424,552.9255773517071,-228.73698616035745,228.73698616035745,3193.8109846080424,57.18424654008936,3690.149103609356,2.6579552687702215,11.193792524950592,8.53583725618037,True,0.23744903819199145,37.7140905102184,0.07477374771318,6.563795525743246
"2a_y0.60 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.25,Q1 + Q2+,3193.8109846080424,552.9255773517071,-228.73698616035745,228.73698616035745,3746.7365619597495,57.18424654008936,4340.649782846659,3.126500484470652,11.193792524950592,8.06729204047994,True,0.279306631555104,37.7140905102184,0.07477374771318,6.563795525743246
"2a_y0.60 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.5,Q1 only,3193.8109846080424,552.9255773517071,-228.73698616035745,228.73698616035745,3193.8109846080424,114.36849308017872,3622.8735194445458,2.609497743513166,11.193792524950592,8.584294781437425,True,0.23312007415687597,37.7140905102184,0.07477374771318,6.563795525743246
"2a_y0.60 kin recycle phi=1 (1.01,5,5) bar n=1",2a_y0.60,0.6,2.52,kinetic,kinetic,1.0,5.0,1.0,True,0.35,0.5,Q1 + Q2+,3193.8109846080424,552.9255773517071,-228.73698616035745,228.73698616035745,3746.7365619597495,114.36849308017872,4273.374198681848,3.078042959213596,11.193792524950592,8.115749565736996,True,0.2749776675199885,37.7140905102184,0.07477374771318,6.563795525743246
2b_y0.60 eq once-through h=0.35,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.0,Q1 only,3030.936066508513,303.3743121064066,-1927.611098077524,1927.611098077524,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,5.898358826290231,3.3299650835766013,True,0.4354420981079951,47.31595618425595,0.5202644376871547,45.6698974270129
2b_y0.60 eq once-through h=0.35,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.0,Q1 + Q2+,3030.936066508513,303.3743121064066,-1927.611098077524,1927.611098077524,3334.3103786149195,0.0,3922.718092488141,2.825470984798689,5.898358826290231,3.072887841491542,True,0.4790266357151701,47.31595618425595,0.5202644376871547,45.6698974270129
2b_y0.60 eq once-through h=0.35,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.25,Q1 only,3030.936066508513,303.3743121064066,-1927.611098077524,1927.611098077524,3030.936066508513,481.902774519381,2998.862696457802,2.160032746799353,5.898358826290231,3.7383260794908777,True,0.3662091117908309,47.31595618425595,0.5202644376871547,45.6698974270129
2b_y0.60 eq once-through h=0.35,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.25,Q1 + Q2+,3030.936066508513,303.3743121064066,-1927.611098077524,1927.611098077524,3334.3103786149195,481.902774519381,3355.773651877104,2.417109988884413,5.898358826290231,3.481248837405818,True,0.409793649398006,47.31595618425595,0.5202644376871547,45.6698974270129
2b_y0.60 eq once-through h=0.35,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.5,Q1 only,3030.936066508513,303.3743121064066,-1927.611098077524,1927.611098077524,3030.936066508513,963.805549038762,2431.918255846766,1.7516717508850774,5.898358826290231,4.146687075405153,True,0.29697612547366675,47.31595618425595,0.5202644376871547,45.6698974270129
2b_y0.60 eq once-through h=0.35,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.35,0.5,Q1 + Q2+,3030.936066508513,303.3743121064066,-1927.611098077524,1927.611098077524,3334.3103786149195,963.805549038762,2788.829211266068,2.008748992970137,5.898358826290231,3.889609833320094,True,0.3405606630808418,47.31595618425595,0.5202644376871547,45.6698974270129
2b_y0.60 eq once-through h=0.5,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.0,Q1 only,3030.936066508513,303.3743121064066,-2224.309715508326,2224.309715508326,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,4.733213674976126,2.164819932262496,True,0.5426321140523166,46.41018162200502,0.4824578170746345,42.35115341846306
2b_y0.60 eq once-through h=0.5,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.0,Q1 + Q2+,3030.936066508513,303.3743121064066,-2224.309715508326,2224.309715508326,3334.3103786149195,0.0,3922.718092488141,2.825470984798689,4.733213674976126,1.9077426901774368,True,0.5969455804914492,46.41018162200502,0.4824578170746345,42.35115341846306
2b_y0.60 eq once-through h=0.5,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.25,Q1 only,3030.936066508513,303.3743121064066,-2224.309715508326,2224.309715508326,3030.936066508513,556.0774288770815,2911.598397213449,2.0971776703675626,4.733213674976126,2.636036004608563,True,0.4430769059624465,46.41018162200502,0.4824578170746345,42.35115341846306
2b_y0.60 eq once-through h=0.5,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.25,Q1 + Q2+,3030.936066508513,303.3743121064066,-2224.309715508326,2224.309715508326,3334.3103786149195,556.0774288770815,3268.5093526327505,2.3542549124526215,4.733213674976126,2.3789587625235042,True,0.497390372401579,46.41018162200502,0.4824578170746345,42.35115341846306
2b_y0.60 eq once-through h=0.5,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.5,Q1 only,3030.936066508513,303.3743121064066,-2224.309715508326,2224.309715508326,3030.936066508513,1112.154857754163,2257.3896573580587,1.6259615980214954,4.733213674976126,3.10725207695463,True,0.34352169787257636,46.41018162200502,0.4824578170746345,42.35115341846306
2b_y0.60 eq once-through h=0.5,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.5,0.5,Q1 + Q2+,3030.936066508513,303.3743121064066,-2224.309715508326,2224.309715508326,3334.3103786149195,1112.154857754163,2614.3006127773606,1.8830388401065548,4.733213674976126,2.850174834869571,True,0.39783516431170896,46.41018162200502,0.4824578170746345,42.35115341846306
2b_y0.60 eq once-through h=0.75,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.75,0.0,Q1 only,3030.936066508513,303.3743121064066,-2710.546428139526,2710.546428139526,3030.936066508513,0.0,3565.8071370688385,2.5683937427136296,2.7954358232912164,0.2270420805775868,True,0.918781150800923,43.70250121894985,0.3694399794593906,32.4302119175283
2b_y0.60 eq once-through h=0.75,2b_y0.60,0.6,0.0,equilibrium,equilibrium,,1.01325,native,False,0.75,0.0,Q1 + Q2+,3030.936066508513,303.3743121064066,-2710.546428139526,2710.546428139526,3334.3103786149195,0.0,3922.718092488141,2.825470984798689,2.7954358232912164,-0.03003516150747254,False,1.0107443573761283,43.70250121894985,0.3694399794593906,32.4302119175283
